gene_code,T_cac14,T_cac5,T_cac10,T_cac13,T_cac16,T_cac4,T_cac9,T_cac8,T_cac3,T_cac6,T_cac2,T_cac7,T_cac11,T_cac12,T_cac1
ENSG00000198746,319.0002,332.9997,373.9999,233.9998,459.5691,505.5978,405.9996,405.9997,297.9999,181.0005,274.0005,496,317.048,456.9998,436.9998
ENSG00000138061,469.7411,24.659,44.81113,25.9297,42.43855,336.5502,103.59219,525.7381,574.2976,13,392.7742,76.6234,154.82266,28.7269,790.0509
ENSG00000134802,420.945,516.41632,982.8012,110.13416,394.34555,536.51333,393.1151,452.06268,387.52677,192.66704,754.53873,1041.4686,331.84319,394.47693,945.3659
ENSG00000005187,312.78814,105.81522,194.99492,684.89043,1034.14777,217.47013,719.07271,105.35257,335.326,160.093145,524.6641,659.14904,302.6240773,817.39368,134.8114
ENSG00000085063,3026.05812,351.00173,2132.02234,1152.11315,1567.51339,1211.07391,1756.09362,1528.15508,1710.85928,862.31253,2732.03122,1464.96346,1249.12025,1486.19763,2566.63339
ENSG00000173020,3091.68,1051.079,2262.9,1664.542,3673.2,2987.53,2655.19,1841.158,2447.77,1177.88,1703.022,1330.875,1730.846,2105.425,2492.37
ENSG00000179046,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0
ENSG00000156466,3,3,6,1,3,6,5,5.00039,12,2,19,7,9.00126,4,13
ENSG00000165390,6.43391,6.33343,0,0.000131382,0,0,0,4.89596,7.08793,0,39.3549,0,0,0,2.48926
ENSG00000157326,652.3708,584.0552,491.8358,875.65498,799.86506,542.8598,919.15957,449.87481,437.8995,416.2405,814.58054,992.33071,441.13978,877.13777,659.59316
ENSG00000205213,1900.68498,261.9912,2079.3511,1560.3151,2440.5802,1234.23,1556.20636,1841.32406,1804.2309,1065.77088,2602.5645,2813.2186,1032.36463,3054.58581,2053.63128
ENSG00000123643,1004.28538,282.8017,990.7377,295.12249,862.6282,667.9891,616.88634,827.89732,778.81119,330.39965,725.04354,623.9238,422.3114,589.41508,975.58279
ENSG00000114416,1437.61498,467.50857,2000.47571,1937.05839,1698.14762,1057.5801,2027.41715,1747.48101,1645.10493,821.04258,2361.89078,1908.25115,1083.70919,2238.79093,1979.9146
ENSG00000108244,2023.954,45.71155,1802.6142,45.39685,484.6138,991.38511,357.85403,587.7119,2509.1106,985.58235,76.1398,13,5.5,0,139.72246
ENSG00000184110,89237.234,29284.4944,82826.318,32655.21492,104801.6175,46413.7322,52987.71693,42438.65004,64674.02935,33021.0238,51139.53886,39568.4404,35365.1455,37769.9415,63529.0694
ENSG00000179598,39.9335,11.7856,30.9693,12.0033,38.4115,32.6421,20.7515,1.42445,20.3313,21.5764,14.6631,16.051,20.5763,27.3464,20.4681
ENSG00000104447,1566.003097,338,1519.00298,774.0002278,709.99962,1156.00037,888.999777,2342.997764,1498.78085,534.9998235,2892.001655,1520.00081,626.99958,921.26074,4221.99428
ENSG00000123124,7617.231,895.11221,3938.80193,6615.02276,3887.2849,2579.7838,5001.37791,4917.59374,6278.985,6521.57595,3900.9722,2717.89067,2823.20938,4500.5217,3424.6283
ENSG00000100580,192,165,213,187,247,238,206,202,286.048,151,267,184,282,248,272.092
ENSG00000186469,68.85266,26.39043,102.4474,56.7194,67.59647,76.62195,46.81791,117.22908,59.99996,46.92728,117.59963,95.11344,54.37375,58.20133,125.05028
ENSG00000162009,30.00003,43.99997501,1,1,6.999998101,6.00000153,1,0,1,25.00000991,0.999999565,134.9999146,39,0,0
ENSG00000134538,2,74,1,96,17,7,1,63.8635,1,3,523.627,0,0,0,909.326
ENSG00000181847,18.81455,14.3245,26.466,25.80633,12.278002,14.41173,31.4765,56.1323,25.2514,16.77665,62.3472,49.1521,29.60848,20.55366,41.9302
ENSG00000186910,43,0,16,6,1,2,1,2,2,2,0,2,0,0,2
ENSG00000108510,14353.61,1424.7741,15271.39,7615.383,11193.734,6546.433,15094.93,10718.03,12890.77,5486.212,9917.375,8122.482,6317.25,7623.94,11044.884
ENSG00000135912,1369.80297,531.824481,1808.91306,971.5517,1263.6845,817.04888,1001.1067,1039.4008,1184.32544,859.7775,956.98813,1467.80979,680.2048,925.9732,1233.0627
ENSG00000067177,548.8784,170.2791445,778.2893,653.9265,321.744,65.3983201,60.74445,511.27723,468.3441,19.477,579.1509,376.71866,300.2041,534.3436,881.81
ENSG00000100100,1298.0943,482.12447,608.24872,701.52682,658.1115,860.1138,718.97887,657.36054,907.95128,505.6697,718.14947,651.5962,542.28322,1148.8831,797.00602
ENSG00000188676,6.38318,4,7.07931,18.984,4.65468,0,10.011,11.6855,4.72807,7.127240868,5.33706,10.3622,11.28,26.97822,4
ENSG00000125910,9.70261,17,12,11.1511,14,13,18,16,9,4,9,17,16,19,12
ENSG00000147724,0.827768,0,0,0,1.32226,1.6568,1.105,0.198954,0,1.26076341,3.47438,0.792287,0,0,0
ENSG00000011376,1146.0757,676.0695,2664.69453,1544.429,2261.6534,1294.5717,1830.9648,1356.211,1668.3672,562.4527,1897.549,1264.7134,1211.1266,1244.3839,1762.0309
ENSG00000125531,44,9,14,5,27,52.00003,25,3,31,20,16,8,10,25,18
ENSG00000197838,3.76144,2.21238,0,0,1.19498,1.09815,4.26331,0,1.35445,0,4.67305,3.49274,2.56305,0,2.42847
ENSG00000204479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26413
ENSG00000117148,2,8,1,1,6,2,0,5,4,3,4,3,1,6,4
ENSG00000129187,1411.6822,305.73453,1513.31488,638.50889,1019.69365,771.39843,1059.66154,849.41361,965.10991,315.44444,980.04377,902.89311,665.30217,929.35847,1245.3816
ENSG00000203857,72.1026,28.097586,1,2,4,7.61146,7,48.785462,5.52708,5.61562,2,4,7.000004,0,19.12662
ENSG00000149571,131.919,46,61.747,37.7558,33.00001,52.4596,53.2933,37.75197,32.5467,7.000001,78.29037,28.5532,34.8565,26.99996,39.4045
ENSG00000197324,2966.49,1122.554,1746.742,942.67,2622.79,2256.003,2212.16,1471.831,1540.909,1214.52,1664.86,2688.24,1842.417,2380.02951,2722.93
ENSG00000196116,1624.681,196.37,1408.480042,1186.298,1907.26,1055.1692,1369.4409,1352.4963,1644.8395,788.091,1493.4013,1376.22,1056.6317,1378.4893,1429.382
ENSG00000261833,0,0,0,0.378244,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135932,1754.936,215.98705,2574.07695,1618.9984,1517.523,1016.402,1420.7619,1676.2574,2168.742,1026.107,2305.2991,1544.2773,1106.68937,2063.497,1998.34
ENSG00000152763,214.88606,94.08572111,130.30579,320.00375,159.46623,111.86529,263.06483,249.10045,133.89737,92.06047,347.73633,169.92581,212.4093,294.2799,213.69857
ENSG00000185272,0,0,0,2.68208,0,0,0,0,0,2.20357,0,0,0,0,4.34953
ENSG00000125869,242.0003,9,35,42,26,45,14.00004,132,106,12.00002,201.9997,29,38,35,65
ENSG00000173674,3242.31,423.196,2780.9,1533.045,1467.124,1577.877,1266.159,2029.889,1844.886,1063.195,2619.92,1727.552,1106.038,1662.573,1837.728
ENSG00000205937,1739.969196,754.53513,1674.49843,1003.47374,2490.22234,1303.85638,1577.48234,993.5613277,1598.93017,946.36829,1266.786003,1315.2138,955.78716,1620.50983,2241.756042
ENSG00000132879,263.5975,83.1866,134.30969,149.37833,300.4489032,334.73581,285.00053,98.18681,260.3468723,128.31563,169.01985,176.21047,156.08173,416.046,213.30912
ENSG00000171209,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ENSG00000162735,350.69302,25.17997,215.236,251.7816,235.23686,122.76911,244.3733,303.77702,183.1524,129.45538,232.86605,155.0259,134.4877,221.3699,254.1129
ENSG00000171502,57.8688,16.10185,50.4971,33.9357,6.96814,65.8702,35.59753,45.15049,48.9462,8.232271,119.59054,42.73151,254.0265,25.423,285.9308
ENSG00000159450,238,90,43,29,53,97,74,74,134,71,42,34,329,73,179
ENSG00000108352,1826.1478,417.8586,727.58905,712.01492,1539.46732,880.5048,2185.5292,826.22541,1438.4505,724.20444,792.81549,1066.814,817.38509,1231.3213,804.9235
ENSG00000213030,84.0549,0,0,0,0,0,0,75.7319,0,0,25.7037,0,0,0,133.489
ENSG00000151320,567.48363,48.49095,112.75437,299.11594,307.92514,181.04093,380.50218,394.99995,160.31961,82.095305,620.17595,165.604699,180.14038,90.31911,191.372447
ENSG00000254585,11.5342,0,11.6679,0,6,13,9,23.2236,11.6901,0,0,0,0,0,0
ENSG00000179580,3,4,2,1,2,1,2,4,4,1,2,3,5,2,5
ENSG00000128655,142.01702,9.00416,78.42373,107.1368,128.146592,18.31121,48.00415,41.0348,20.92916,61.25953,134.4996,140.1618,69.57283,40.00436,111.12111
ENSG00000129009,654.9995,337.0001,713.0001,47,175.9999,724.9998,545.0006,518.9996,573.0002,117,789.9992,321.9997,349,320.0003,1438.0008
ENSG00000196860,7.5228,5,8.26313,4.13039,15.0091,8.14138,10.5359,8.32808,7.59754,1.12938,10.6214,9.60714,6.50092,8.31699,2.96029
ENSG00000142405,21.00005,8,16.00023,3,13.3153,19.99999,19,26.00000005,27.00000003,9.09953,27.0183,38,2.89083,16.00005,58.00001
ENSG00000131941,1806.31,540.166,1538.517,975.622,2305.51,1266.503,1340.951,925.891,1005.176,1005.561,1113.502,1031.94,1135.622,1870.984,2382.09
ENSG00000172782,3.69593,1,0,0,43,33,9,7,20.00005,210.0391,3,1,0,0,0
ENSG00000168264,5080.26,1644.68,3348.564,2322.023,4972.08,3467.456,4628.4,2616.111,3860.63,2876.917,2769.628,2236.066,1773.448,3903.28,4037.832
ENSG00000157404,483.7944,295.6773,986.9112,795.8318,166.30012,337.5166,469.3545,622.5864,219.0103,217.4899,1789.1006,778.541,446.1708,436.21088,637.1229
ENSG00000197586,3169.9742,1078.60831,2322.6529,1992.68827,10441.7412,4680.65168,3581.0522,2687.39607,4239.798,2801.8343,2069.6673,2163.4271,1968.95821,3564.28634,3209.00103
ENSG00000133247,55.804,29.1395,32.1724,40.6975,65.1873,62.0643,81.292,35.4252,49.1897,31.5856,36.8723,51.9804,61.9633,63.9757,68.1129
ENSG00000177239,679.71625,283.363,422.32759,474.09215,1273.15203,471.0021,586.58353,376.94954,499.132,264.35305,542.8238702,470.2924,480.47673,644.73332,656.2773
ENSG00000106070,1233.22377,336.42712,1143.47108,1010.18312,1706.29865,854.33887,889.06644,1226.4196,1054.07176,1177.42428,2119.26699,917.62505,787.42339,838.62877,2183.14583
ENSG00000161180,16,6,9,3.000003,17.00002,80,15.99997,5,15.00003,10,12,7,4,14,16
ENSG00000040275,312.0180193,78.45195,816.6355011,256.58866,452.28943,195.25429,282.5358008,504.2902,398.08788,265.385,505.45838,497.7166,266.1246837,361.7687337,645.4337
ENSG00000163794,2,2,4,6,2,5,18,1,5,11,3,13,14,16,8
ENSG00000108439,546.02222,244.50019,600.48131,302.2423,686.27932,398.4786,737.39044,240.00697,445.7109,253.02673,378.7702,560.2267,215.48335,352.7969,276.86104
ENSG00000181885,2001.50587,972.46625,2164.43373,1502.81313,3209.8026,1368.83711,1878.04526,1964.7994,1388.8823,1680.2099,1289.9933,2405.678152,1593.5958,1617.4433,2043.68656
ENSG00000157240,276.632,140,262,75,229,328,221.35,254,409,132,350,240,264,337,650.441
ENSG00000223547,125.00109,17.00003,193.17146,328.99983,397.0115,247.4386,209.0022,339.9996,307.0001,155.49231,334.0168134,249.0001,215.00026,262.0176,161.00628
ENSG00000138190,1150.136,222.9998001,1277.9574,1121.2898,816.07773,483.3474,1025.1456,1083.1333,681.4524,567.0294,920.85894,1061.329579,751.861,1277.40566,1122.28176
ENSG00000102048,117.56006,45.6615,245.37885,15.2398,28.03825,72.575,22.19607,44.33689,46.7104,8.48822,93.37349024,44.31215,23.14242,13.4549,129.78268
ENSG00000089639,979.7926,900.681,809.4504,504.0850072,1017.957,1096.83219,860.9987,622.7745411,884.82563,557.3527,670.0535,592.0256,923.9526,940.89147,1215.12541
ENSG00000163645,14.000005,17.99997,24.99996,11,17,13,24,15.00001,14.99997,2,29.000041,7.000004,18,32.99997,18.99998
ENSG00000110723,4178.01,657.00029,2634.4463,5854.67905,2691.6038,1789.4114,2474.671907,2410.5771,2916.008,1091.986,3271.235,2869.07195,2096.0869,1826.4984,2798.976
ENSG00000131264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000070731,414.641,17.890203,83.225,63.4368,30.57214,74.18344,31.3276,29.74692,147.1473,22.7395,96.7534,122.9412,136.8066,78.27572,125.2792
ENSG00000105141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000006744,876.417347,907.98745,1224.91018,1037.04493,1251.035108,941.6729,1056.11302,1431.7343,1100.3517,834.03265,913.43988,1730.926021,1162.76028,1026.1665,1477.20967
ENSG00000176567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000070081,823.88248,59.08879,1332.28976,636.89875,669.63926,576.6478,500.43907,700.94049,592.99014,507.15182,899.58845,856.71563,921.37424,906.0743,956.9178
ENSG00000115155,15.00002,25.3594,37,11,25.95332,50,13,18,24.00005,125.661513,19,20,9.00001,27.26377,21.00003
ENSG00000212916,31,38,64,50,59,51,25,155,49,135,87,146,80,34,126
ENSG00000105656,561.629,331.0357,460.4334,310.4721,610.755,676.723,451.1319,312.2404,514.958,370.426,558.568,365.2431,412.4451,547.1951,674.147
ENSG00000082482,17.49519,0.19521,4,0.228815,0.268596,35.5453,2.64415,17.85701439,23.042809,2,19.95303,7.62513,11,0,10.65894
ENSG00000176925,35,0,0,1,0,0,0,2,0,0,26,1,25,1,0
ENSG00000213853,648.2531,327.1651,905.0836,645.8032,1564.1698,808.0905,902.7016,580.655,848.0851,646.3225,829.0099,1029.2427,652.0772,791.9873,685.6651
ENSG00000155966,30.5,8.007943913,31,168.00738,10.5,40.5,16.5,34.5,38.002004,14.00005,52,58.00002,44.50006,40.499952,53.5
ENSG00000166762,28.89448,11.59380797,28.72194,10.4633,17.79683,28.00972406,50.2919,65.10113,97.06614,42.7967,70.48325,27.3094,28.89081,104.48846,61.81312
ENSG00000144406,26.89007635,2.495755065,1.236773472,0,0,2.450950946,17.135,3.353548979,1.237183856,1,14.83513208,15,1,0,4.601550227
ENSG00000135900,756.179,367,1000,682,857,467,766,665,641,456,814,978,643,789.447,881
ENSG00000133111,454.8,134,345,142.405,455,262,366,223,306,298,244,181,206,267,314
ENSG00000198934,27,5,62,11.5,55,66.5,19,26.5,26.5,8.5,52,10.5,40,26,29
ENSG00000166851,996.613,981.8242,2036.5774,500.077,2411.3454,1399.478,727.414,842.979,1116.52,782.226,681.16301,1797.3426,1358.227,1154.253,1320.9055
ENSG00000108256,6631,1451,8452,4121.005,6712,5125,7376,4855.005,6389,4540,4553.997,3602,4477,5502,6760
ENSG00000163596,63.3078,3.42707,24.73514,24.21037,13.7373,31.5709,45.51059,68.35638,51.45092,5.65802,84.68213,30.76059,69.6192,38.74793,23.23786
ENSG00000164134,2867.92203,521.676,3703.541,2352.039,2197.837,1480.399,2274.58,2935.391,2389.841,1036.819,3105.697,2200.628,1484.063,2235.623,2684.492
ENSG00000047457,17.827177,0,30.422696,19.8041,3.12658,15.27168,51.10838,31.32955,11.65122,32.60616,40.49738,11.75529,52.3432,16.76536,24.97116
ENSG00000164933,869.004,225.9003,870.169,450.73,435.028,533.017,560.043,748.831,815.453,595.532,786.48,423.468,212.4981,598.342,512.176
ENSG00000102805,804.107,14.118,317.821,275.859,373.645,178.917,509.516,478.12,289.889,268.863,557.251,291.308,196.318,227.295,382.592
ENSG00000065325,65.11533,13,37.12519,10,48.96373,29.12467,53.99996,72.83042,21.99994948,31.00005,71.00007,9.0574,17.99996,31.00002,14
ENSG00000124767,1264.87,478,1568.11,1068.67,1616.2,824.608,1408.97,1239.87,1077.63,677.945,1431.9,1261.83,667.683,1302.67,1042.75
ENSG00000108946,4683.87446,1902.0723,6396.08107,3412.57944,4422.7566,3417.74773,5585.11005,4539.84506,4585.97428,2638.92198,5244.539567,3442.38771,3732.2268,4624.0312,6335.6766
ENSG00000164162,263.1854,25.39975,305.661,208.1217,129.6404017,99.245803,201.3317,190.50926,229.429,68.31512,226.349,136.4797,112.1908,177.1269,209.3397
ENSG00000160679,1696.233,1331.0967,1764.652,775.729,2039.7632,1039.3805,1190.777,1628.367,1475.3106,1059.089,1262.7688,928.5128,801.7637,1130.0362,1768.8903
ENSG00000067560,8322.007,2992.99294,8774.0037,5800.001,8989.99152,5574.999,7243.9907,9226.00119,7100.008,3837.999,10027.0079,8886.0065,5202.998,7373.0037,9376.00556
ENSG00000156486,10,5,9,6,13,29,21.00001,10,22,29,13,8,14,20.00004,18.00002
ENSG00000189184,1299.0013,365.0003,2677.0002,759.9993,1336,767,1633.9994,1643.9964,1120.001,1452.0006,1729.9964,1386.999002,1143,1765.0003,2267.000324
ENSG00000167800,86,2,49,27,96,22,71,7,4,51,26,111,21,6,14
ENSG00000138050,418.80137,40.4548,397.04563,318.15603,213.835,150.77634,230.371,534.04658,313.74734,147.92981,374.186,267.08049,185.335,217.661,254.54255
ENSG00000116685,1188.2191,776.924,996.4967,624.0759,1961.107,1286.0673,1425.487,752.97,1344.6656,691.4587,951.192,1372.1542,1442.58536,1368.3022,1154.1605
ENSG00000116903,1051.327,467.456,646.9194,487.6622,778.52853,714.7258,661.4369,1001.9641,633.8164,510.5,686.6468,596.0532,534.8797,606.072283,947.52464
ENSG00000137463,2.39218,0,1.14304,2.41525,5.66287,0,3.40824,2.42188,4.62481,1,1.23724,6.99975,3.42726,6.76181,3.44397
ENSG00000198961,4078.91,583.9765,4265.9,3348.483,2958.999,2096.996,3537.96,4595.883,3330.348,1620.998,5480.8,3612.944,3311.447,3376.91,5283.98
ENSG00000146151,3.322235,0,8.78699,4.95417806,11.000001,3,10,8,4.999997,6.999996,8.194330017,2.999997,3,5.999604,8.000007
ENSG00000179344,0,71.7538,429.5468,1289.4572,0,2180.8045,0,2196.12506,1675.168,0,2081.4177,2870.2645,379.7239,318.1511903,0
ENSG00000138101,319.6439,119.94076,414.443989,222.4642,428.4035633,211.7231001,318.5562,186.3512414,336.7278114,256.042,238.028615,104.30459,95.56160008,230.2659,324.2724223
ENSG00000184811,0,0,1,0,2,3,0,4,7,0,0,0,1,0,0
ENSG00000026751,75.65733,61.1588,285.50812,592.76228,125.7739,164.65293,113.2684891,313.17259,265.01698,283.2362527,229.78696,289.3306457,406.4457,649.8133001,153.43093
ENSG00000173227,12.00000167,1.000000029,3.9967907,1.349130463,7,8.00000265,2.000000514,2.000000298,15.08560312,1.335410463,17.00000206,10.59110315,24.8113,0,5.78346
ENSG00000166783,2397.8263,171.7414,921.9148,1661.10247,1625.7515,714.5354,1428.8774,1520.852702,1288.029,873.4847,1997.455,957.892,1029.81943,1069.59613,1725.6483
ENSG00000106628,2060.41063,1104.17033,2399.75683,1228.14183,3760.76798,1742.46115,1919.47997,1049.4922,2013.21072,676.64056,1603.73584,1961.03448,1193.14936,2173.42807,2147.90641
ENSG00000221994,65.55243,0.49775,16.0799,249.32469,346.13697,10.0835,183.46402,210.57392,16.0887,17.07659,123.1979,41.0987,4.60371,157.5403,6.65401
ENSG00000144619,162.78051,42.17627,125.24445,90.77109091,80.3253576,157.38941,219.5777,290.4648,115.42471,99.87105581,229.4782814,120.8416,145.76399,198.51876,475.67667
ENSG00000151360,2.3944,0,1.81171,0,1,2,3,0,2,2.74316,1,0,1.82028,1,5
ENSG00000169064,4.00000217,0,1,0,0,0,0,1,1.52607,0,10.999978,0,0,0,0
ENSG00000100036,160,136.99995,126.1057,123.00002,286.4932,341.0003,158.9995,86.99999,255.9611,117.99998,84,101.99998,39.00003,83.00004,184.9999
ENSG00000228049,83.16941,4.35346,28.2463,26.563,7.86783,75.0085,25.7253,58.6061,33.34431,14.0943,80.56339,4.867,9.92376,8.04866,32.58762
ENSG00000105821,1454.9405,430.29548,1876.71623,999.1661,1166.0634,948.10224,1002.866644,928.0216,1971.76953,799.43343,1047.5541,950.3845302,724.36355,1076.29584,1380.0171
ENSG00000171033,46.999953,1,43.99998,22.00003,22.00004,30.99998,20.00001,99.99998,19.99996,9,100.99999,14.00001,34.00001,14.00005,38.99998
ENSG00000136193,1530.99799,303.99985,2253.99332,465.99981,2620.9557,1135.00044,368.00013,613.99975,2098.9958,146.9997201,893.00032,546.00003,447.00022,1152.00016,933.99949
ENSG00000175899,15426.32749,2998.5608,13603.6,9643.16282,10739.3,12136.5,15958.2,19353.2,15715.9,7980.88,26813.5,16499.5015,13844.3,23739.03161,19064.1
ENSG00000120279,51,10,58,28.00005,49,48.99999,47,67,34.99997,31,108.00004,71,48,70,63.00006
ENSG00000183560,25.00003,7,8,1,2,0,6,59,2,0,0,0,0,0,3
ENSG00000184178,1266.0006,420,1275,792.9999,991,893.001,1211,1494.001,868.0001,819,1003.9997,795.0008,456.9999,861,977
ENSG00000140839,60.4121,15.5486,18.6173,29.04,85.0112,13.858,17.8039,15.9311,32.8455,3.80598,53.7044,31.1407,95.9978,5.29464,54.7613
ENSG00000184828,498.999774,550.00021,113.00021,568.9998,36.99996,67,158,470.00029,106.99982,137,250.00042,358.00041,389.000498,354.0004,491.00022
ENSG00000267618,7.52043,0,14.1606,12.22435,9.82882,0.494104039,0,24.97865,0,0,4.500974259,10.2004,13.7885,9.86659,25.83192
ENSG00000188385,90,15,26,18,17,42,25,42,27.3997,24,102,48,24,29,46
ENSG00000007314,23,5.31422,4.242,5.30846,10,56.4878,16.92642,14.25352,18,5,20.1076,5,4,25.9756,3
ENSG00000144589,444.734,376.63552,396.3876,214.598177,496.83746,332.17463,372.51274,435.6645,459.61116,379.061,315.7693,524.583,251.17698,527.27609,465.8204
ENSG00000087995,257.819,91.2826,330.779,126.479,313.499,249.729,344.228,107.467,262.377,150.258,122.385,152.743,163.663,174.173,221.221
ENSG00000171243,48,62,209,122.99981,27,16,263,27.00002,7,28,65.99996,2,14,19.99997,190.00012
ENSG00000129535,15,7,4.000005,4,8,16,10,11,5,8,6.000005,10,3,6,13
ENSG00000183770,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000187323,29.781082,39.132568,28.582741,40.423851,7.362669,21.192,26.58348,28.66117634,33.8242448,18.496,17.495147,22.78488015,41.13806,43.75049,26.9713
ENSG00000182132,3.03734984,0,6,4,1,1,3.000002699,6,7,2,23.17001,8,3.00000339,10.73966,7.000003
ENSG00000188725,677.207,252.2106,830.363,485.381,647.064,274.1759,533.192,633.292,560.362,269.223,785.292,696.182,427.326,566.168,758.143
ENSG00000151892,103,41.00002,33.99996,82.99996,52.9999,112.2782,85,164,56,58.0001,299.00175,80.53351,46.3361,28.00004,47.00001
ENSG00000164023,821.00008,109,1053.99666,788.9996,485.99967,381,475.0002,1057.00331,867,121,1233.0041,1078.00497,949.9998,717.99998,1132.9994
ENSG00000197416,5.89676,0,2,0,0,1,7.99999,0,0,3,0,6.4778,0,0,2
ENSG00000268432,2.84824,0,0,1.50036,1,2.41664,0.293807,2.40558,1.28722,3.52849,2.19348,4.52138,6.46188,2.23951,3.64881
ENSG00000124380,78.1688,1.87501,50.6891,30.3738,39.47,3.18365,33.0766,56.9055,46.2947,22.0498,73.0819,29.0741,25.6328,27.0195,67.99510113
ENSG00000151348,2769.579384,397.0172324,2272.13873,1431.512797,2012.308671,1573.88026,1680.5506,2277.22136,1773.83756,921.68396,2544.95601,1738.88784,1374.8848,1320.2066,2097.786448
ENSG00000166960,0,0,2.49612,1,4,3,5.429709,2.928277,3,1.999997,6,3.000002,2,1.24849,1
